"Record_ID#","SALARY","ROOKIE","POS","G","PA","AB","H","1B","2B","3B","HR","TB","BB","UBB","IBB","HBP","SF","SH","ROE","RBI","LEADOFF_PA","DP","TP","WP","PB","END_GAME","SO","BK","INTERFERENCE","FC","TOB","OUT","SIT_DP","GIDP","PITCHES","BALLS","STRIKES","FB","GB","LD","POP","Batted Balls","PA_P","PA_C","PA_1B","PA_2B","PA_3B","PA_SS","PA_LF","PA_CF","PA_RF","PA_DH","PA_PH","PA_PR","G_P","G_C","G_1B","G_2B","G_3B","G_SS","G_LF","G_CF","G_RF","G_DH","G_PH","G_PR","AVG","OBP","SLG","D_ISO","TBP","BBr","UBBr","IBBR","SO/BB","ABR","HITR","B1R","B2R","B3R","HRr","HBPR","SFR","SHR","ROEr","SOr","OUTR","NSOR","RBIR","LEADOFFR","END_GAMER","DP%","FB%","GB%","LD%","POP%","SB","CS","PICKOFF","R","SB%","RUNR","D_BPF","PA%","D_MLVr","D_PMLVr","D_RPMLVr","D_VORPr","D_MLV","D_PMLV","D_RPMLV","D_VORP","D_NETDP","D_EqA","D_EqR","D_RAR","D_RAP","D_RARP","D_OUTS_EQ","PA_ROB","R1","R2","R3","R1_BI","R2_BI","R3_BI","ROB","OBI","R1BI%","R2BI%","R3BI%","OBI%"
325,9500000,0,7,139,623,539,173,108,38,2,25,290,74,68,6,8,2,0,7,88,124,9,0,3,4,9,104,0,0,1,255,360,117,9,2415,958,1457,121,199,90,27,437,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0.32,0.41,0.54,0.22,0.47,0.12,0.11,0.01,1.41,0.87,0.28,0.17,0.06,0,0.04,0.01,0,0,0.01,0.17,0.58,0.41,0.14,0.2,0.01,7.7,27.7,45.5,20.6,6.2,28,2,2,107,93.3,0.17,103.05,9.9,0.31,0.26,0.38,0.43,45.1,36.8,54.93,62.1,-3.68,0.32,106.4,59.5,35.7,52.5,370,292,174,133,64,13,26,24,371,63,7.5,19.5,37.5,17
327,5500000,0,4,96,422,375,110,75,26,3,6,160,37,37,0,0,3,7,2,33,133,3,0,3,1,6,53,0,0,1,147,272,54,3,1787,663,1124,90,157,60,25,332,0,0,0,420,0,0,0,0,0,0,2,0,0,0,0,94,0,0,0,0,0,0,2,0,0.29,0.35,0.43,0.13,0.38,0.09,0.09,0,1.43,0.89,0.26,0.18,0.06,0.01,0.01,0,0.01,0.02,0,0.13,0.64,0.52,0.08,0.32,0.01,5.6,27.1,47.3,18.1,7.5,20,5,2,58,80,0.14,99.55,7,0.08,0.07,0.19,0.22,7.7,6.9,19.18,22.2,-2.85,0.28,59.3,23.8,10.9,23.6,280,136,85,72,28,3,10,14,185,27,3.5,13.9,50,14.6
328,400500,0,2,69,207,184,47,25,16,1,5,80,19,16,3,2,1,1,1,18,59,2,0,6,0,3,49,0,0,0,68,138,32,1,856,315,541,48,51,26,12,137,0,183,0,0,0,0,0,0,0,0,24,0,0,53,0,0,0,0,0,0,0,0,24,0,0.26,0.33,0.44,0.18,0.39,0.09,0.08,0.01,2.58,0.89,0.23,0.12,0.08,0,0.02,0.01,0,0,0,0.24,0.67,0.43,0.09,0.29,0.01,3.1,35,37.2,19,8.8,0,0,0,24,0,0.12,102.49,3.4,0,0.06,0.14,0.14,-0.1,3,6.63,6.6,-2.47,0.26,23.7,6.1,0.7,7.1,139,86,55,47,24,4,3,6,126,13,7.3,6.4,25,10.3
329,400000,0,5,42,117,103,19,13,3,0,3,31,11,11,0,2,1,0,1,13,31,2,0,1,2,0,38,0,0,0,32,84,22,1,495,189,306,16,26,17,7,66,0,0,0,23,59,34,0,0,0,0,1,0,0,0,0,10,24,13,1,0,0,0,1,4,0.18,0.27,0.3,0.12,0.26,0.09,0.09,0,3.45,0.88,0.16,0.11,0.03,0,0.03,0.02,0.01,0,0.01,0.32,0.72,0.39,0.11,0.26,0,4.5,24.2,39.4,25.8,10.6,2,1,0,10,66.7,0.09,98.67,1.9,-0.3,-0.31,-0.19,-0.19,-8.3,-8.5,-5.17,-5.2,-1.39,0.21,9,-1.9,-6,-2,86,52,36,25,16,2,3,5,77,10,5.6,12,31.3,13
336,1875000,0,2,111,404,334,79,40,22,1,16,151,56,51,5,4,5,5,0,64,76,7,0,1,5,2,101,1,0,1,139,264,77,7,1780,747,1033,79,97,42,25,243,0,399,0,0,0,0,0,0,0,0,5,0,0,112,0,0,0,0,0,0,0,0,5,0,0.24,0.35,0.45,0.22,0.37,0.14,0.13,0.01,1.8,0.83,0.2,0.1,0.05,0,0.04,0.01,0.01,0.01,0,0.25,0.65,0.4,0.16,0.19,0,9.1,32.5,39.9,17.3,10.3,0,0,0,47,0,0.12,102.65,6.6,0.04,0.09,0.18,0.18,3.3,8.6,16.76,16.8,-1.35,0.27,51.3,17.7,10.4,22.4,265,198,129,102,58,7,18,23,289,48,5.4,17.6,39.7,16.6
341,420100,0,3,141,563,495,135,99,21,1,14,200,45,44,1,15,8,0,5,90,107,14,0,6,1,8,86,0,0,1,195,362,116,10,2336,898,1438,133,163,79,42,417,0,0,503,0,0,0,0,0,0,54,6,0,0,0,121,0,0,0,0,0,0,14,6,0,0.27,0.35,0.4,0.13,0.36,0.08,0.08,0,1.91,0.88,0.24,0.18,0.04,0,0.02,0.03,0.01,0,0.01,0.15,0.64,0.49,0.16,0.19,0.01,8.6,31.9,39.1,18.9,10.1,0,0,1,61,0,0.11,100.31,8.9,0.01,-0.08,0.08,0.08,1.4,-10.9,9.79,9.8,-2.58,0.27,70.3,23.6,-4.7,12,368,277,190,142,77,14,31,31,409,76,7.4,21.8,40.3,18.6
350,406000,1,8,140,609,554,155,117,22,7,9,218,41,39,2,7,3,4,6,47,223,10,0,1,0,4,80,1,0,1,203,399,98,9,2185,763,1422,93,260,82,48,483,0,0,0,0,0,0,172,287,149,0,1,0,0,0,0,0,0,0,58,66,36,0,1,5,0.28,0.34,0.39,0.11,0.36,0.07,0.06,0,1.95,0.91,0.25,0.19,0.04,0.01,0.01,0.01,0,0.01,0.01,0.13,0.66,0.52,0.08,0.37,0.01,9.2,19.3,53.8,17,9.9,50,11,4,98,82,0.16,102.15,9.5,-0.03,-0.07,0.06,0.12,-4,-9.5,7.71,16.1,-1.62,0.26,74.2,21.3,-3.2,15.8,417,243,172,129,53,3,15,20,354,38,1.7,11.6,37.7,10.7
357,400000,0,9,38,172,155,35,18,9,1,7,67,11,11,0,4,2,0,1,25,54,2,0,1,1,0,38,1,0,0,50,121,28,2,612,209,403,35,54,19,11,119,0,0,0,0,0,0,20,0,151,0,1,0,0,0,0,0,0,0,12,0,34,0,1,0,0.23,0.29,0.43,0.21,0.39,0.06,0.06,0,3.45,0.9,0.2,0.1,0.05,0.01,0.04,0.02,0.01,0,0.01,0.22,0.7,0.48,0.15,0.31,0,7.1,29.4,45.4,16,9.2,1,0,0,16,100,0.09,98.07,2.8,-0.07,-0.14,-0.02,-0.01,-2.7,-5.8,-0.69,-0.4,-1.04,0.26,20.4,4.9,-2.9,2.6,122,77,50,39,23,3,8,7,112,18,6,20.5,30.4,16.1
372,1111666,1,4,135,509,480,139,94,22,2,21,228,18,15,3,3,4,4,11,77,103,15,0,8,0,8,61,0,0,2,160,336,111,14,1666,495,1171,107,210,71,39,427,0,0,0,458,1,19,0,29,0,1,1,0,0,0,0,121,1,16,0,11,0,1,1,2,0.29,0.32,0.48,0.19,0.45,0.04,0.03,0.01,3.39,0.94,0.27,0.18,0.04,0,0.04,0.01,0.01,0.01,0.02,0.12,0.66,0.54,0.15,0.2,0.02,12.6,25.1,49.2,16.6,9.1,13,9,4,65,59.1,0.13,102.22,8.2,0.06,0.06,0.18,0.16,7.4,6.6,21.1,19.6,1.97,0.27,64.8,19.4,3.5,19.8,358,231,177,100,51,13,19,24,328,56,7.3,19,47.1,17.1
377,14500000,0,3,159,665,554,173,94,46,4,29,314,99,81,18,7,5,0,1,106,141,15,0,4,0,12,108,2,0,3,279,382,120,13,2602,1130,1472,158,195,69,29,451,0,0,641,0,0,0,0,0,0,22,2,0,0,0,152,0,0,0,0,0,0,5,2,0,0.31,0.42,0.57,0.26,0.47,0.15,0.12,0.03,1.09,0.83,0.26,0.14,0.07,0.01,0.04,0.01,0.01,0,0,0.16,0.57,0.41,0.16,0.21,0.02,10.8,35,43.2,15.3,6.4,18,4,4,114,81.8,0.17,99.27,11,0.39,0.29,0.45,0.47,61.8,45.7,71.59,74.6,-0.01,0.34,127.9,78.5,48.5,66.2,390,334,211,154,64,21,31,25,429,77,10,20.1,39.1,17.9
378,9250000,0,6,82,307,261,70,56,13,0,1,86,34,34,0,4,5,3,2,22,58,14,0,4,0,5,51,0,0,2,108,195,69,13,1239,486,753,44,135,31,8,218,0,0,0,0,0,306,0,0,0,0,1,0,0,0,0,0,0,81,1,0,0,0,1,0,0.27,0.36,0.33,0.06,0.28,0.11,0.11,0,1.5,0.85,0.23,0.18,0.04,0,0,0.01,0.02,0.01,0.01,0.17,0.64,0.47,0.07,0.19,0.02,18.8,20.2,61.9,14.2,3.7,12,4,0,27,75,0.09,102.11,4.8,-0.09,-0.05,0.07,0.09,-6.1,-3.4,4.82,6,5.52,0.26,33.4,7.7,1.3,10.5,203,150,100,73,47,1,3,17,220,21,1,4.1,36.2,9.5
379,1200000,0,11,85,119,102,22,11,7,0,4,41,16,13,3,0,1,0,2,17,17,4,0,1,0,6,24,0,0,0,38,79,37,4,500,196,304,27,29,15,8,79,0,0,27,0,0,0,11,0,8,5,68,0,0,0,13,0,0,0,6,0,3,1,69,0,0.22,0.32,0.4,0.19,0.34,0.13,0.11,0.03,1.5,0.86,0.18,0.09,0.06,0,0.03,0,0.01,0,0.02,0.2,0.66,0.46,0.14,0.14,0.05,10.8,34.2,36.7,19,10.1,0,0,0,8,0,0.07,102.53,1.9,-0.09,-0.06,0,0,-2.5,-1.5,0.01,0,-0.01,0.25,12.4,2.1,-4,-0.3,81,81,56,41,18,3,5,5,115,13,5.4,12.2,27.8,11.3
381,11625000,0,5,115,467,408,107,63,30,3,11,176,46,44,2,10,3,0,4,50,99,12,0,2,3,6,71,0,0,0,163,300,96,12,1786,678,1108,109,122,69,40,340,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0.26,0.35,0.43,0.17,0.38,0.1,0.09,0,1.54,0.87,0.23,0.13,0.06,0.01,0.02,0.02,0.01,0,0.01,0.15,0.64,0.49,0.11,0.21,0.01,12.5,32.1,35.9,20.3,11.8,5,0,0,58,100,0.12,99.72,7.5,0.05,0.01,0.14,0.15,5.3,1.6,15.22,16.7,1.59,0.28,62.1,23.5,6.6,20.4,304,221,152,83,60,10,13,16,295,39,6.6,15.7,26.7,13.2
382,6750000,0,3,157,630,544,147,98,32,2,15,228,74,71,3,3,5,1,6,69,143,24,1,5,2,14,116,0,3,3,224,394,142,24,2461,1008,1453,126,195,99,14,434,0,0,627,0,0,0,0,0,0,0,3,0,0,0,156,0,0,0,0,0,0,0,3,0,0.27,0.36,0.42,0.15,0.36,0.12,0.11,0,1.57,0.86,0.23,0.16,0.05,0,0.02,0,0.01,0,0.01,0.18,0.63,0.44,0.11,0.23,0.02,16.9,29,44.9,22.8,3.2,1,2,0,74,33.3,0.12,99.81,10.2,0.05,-0.05,0.11,0.11,7.7,-7.6,16.7,15.8,8.61,0.28,81.4,30,-1.1,17.3,405,280,204,115,63,12,18,24,382,54,5.9,15.7,38.1,14.1
383,2000000,0,6,60,179,152,41,31,8,2,0,53,16,15,1,9,1,1,1,9,39,4,0,1,1,3,13,0,0,0,66,112,37,3,663,245,418,36,61,33,12,142,0,0,0,16,0,162,0,0,0,0,1,0,0,0,0,7,0,69,0,0,0,0,1,6,0.27,0.37,0.35,0.08,0.3,0.09,0.08,0.01,0.81,0.85,0.23,0.17,0.04,0.01,0,0.05,0.01,0.01,0.01,0.07,0.63,0.55,0.05,0.22,0.02,8.1,25.4,43,23.2,8.5,1,1,1,14,50,0.08,102.25,2.8,-0.04,0,0.12,0.11,-1.4,0,4.81,4.5,-1.01,0.26,19.7,5.2,1.5,6.7,114,87,66,41,21,3,2,4,128,9,4.5,4.9,19,7
384,4500000,0,4,86,360,331,99,72,24,0,3,132,19,18,1,5,2,3,6,24,75,8,0,3,0,6,41,0,0,0,123,231,59,8,1293,459,834,69,141,65,20,295,0,0,0,359,0,0,0,0,0,0,1,0,0,0,0,85,0,0,0,0,0,0,1,0,0.3,0.35,0.4,0.1,0.37,0.05,0.05,0,2.16,0.92,0.28,0.2,0.07,0,0.01,0.01,0.01,0.01,0.02,0.11,0.64,0.53,0.07,0.21,0.02,13.6,23.4,47.8,22,6.8,2,1,1,36,66.7,0.1,101.45,5.9,0.01,0.01,0.13,0.13,1.1,0.4,10.83,10.8,1.6,0.26,42.2,12,1.1,12,238,141,97,59,33,2,8,11,189,21,2.1,13.6,33.3,11.1
385,2850000,0,6,129,454,414,109,95,10,3,1,128,29,28,1,6,2,3,4,24,108,8,0,3,0,4,26,2,0,3,144,303,76,6,1575,569,1006,82,186,88,37,393,0,0,0,0,6,441,0,0,0,0,7,0,0,0,0,0,8,130,0,0,0,0,7,1,0.26,0.32,0.31,0.05,0.28,0.06,0.06,0,0.9,0.91,0.24,0.21,0.02,0.01,0,0.01,0,0.01,0.01,0.06,0.67,0.61,0.05,0.24,0.01,7.9,20.9,47.3,22.4,9.4,24,6,1,50,80,0.11,98.47,7.1,-0.16,-0.12,-0.01,0.03,-16.8,-12.7,-0.69,2.9,-2.24,0.24,44.3,4.2,-6.1,8.3,316,183,121,83,48,1,7,15,252,23,0.8,8.4,31.3,9.1
386,1800000,0,9,110,298,270,72,59,10,2,1,89,17,14,3,0,2,9,2,12,64,8,0,0,0,2,22,0,0,0,89,207,55,6,1131,399,732,60,143,42,14,259,0,0,0,0,0,0,76,18,184,0,19,0,0,0,0,0,0,0,54,10,60,0,19,4,0.27,0.31,0.33,0.06,0.3,0.06,0.05,0.01,1.29,0.91,0.24,0.2,0.03,0.01,0,0,0.01,0.03,0.01,0.07,0.69,0.62,0.04,0.21,0.01,10.9,23.2,55.2,16.2,5.4,6,1,0,30,85.7,0.1,98.02,4.7,-0.15,-0.21,-0.09,-0.07,-10.2,-14,-6.06,-4.9,0.04,0.24,28.2,1.6,-11.9,-2.3,210,134,94,62,35,0,4,7,191,11,0,6.5,20,5.8
387,12500000,0,5,111,468,419,115,71,27,0,17,193,38,36,2,5,6,0,5,73,104,19,0,5,0,7,61,0,0,0,158,305,106,14,1733,680,1053,130,115,76,44,365,0,0,0,0,462,0,0,0,0,5,1,0,0,0,0,0,110,0,0,0,0,2,1,0,0.27,0.34,0.46,0.19,0.41,0.08,0.08,0,1.61,0.9,0.25,0.15,0.06,0,0.04,0.01,0.01,0,0.01,0.13,0.65,0.52,0.16,0.22,0.01,13.2,35.6,31.5,20.8,12.1,2,2,0,58,50,0.12,101.92,7.3,0.06,0.03,0.15,0.15,6.8,3.2,16.4,15.8,2.51,0.27,59.8,20.3,2.7,16.9,312,229,172,103,57,6,23,27,332,56,3.5,22.3,47.4,16.9
388,14250000,0,7,157,645,536,134,65,33,3,33,272,102,94,8,1,6,0,1,86,129,11,0,4,2,6,136,0,0,1,237,406,112,10,2702,1130,1572,142,138,79,47,406,0,0,0,0,0,0,642,0,0,0,3,0,0,0,0,0,0,0,155,0,0,0,3,0,0.25,0.37,0.51,0.26,0.42,0.16,0.15,0.01,1.33,0.83,0.21,0.1,0.05,0,0.05,0,0.01,0,0,0.21,0.63,0.42,0.13,0.2,0.01,8.9,35,34,19.5,11.6,0,0,0,74,0,0.11,100,10.3,0.17,0.11,0.23,0.23,24.8,16.4,35.12,35.1,-2.14,0.3,99.4,47.7,21.4,39.9,408,268,193,120,70,11,21,21,383,53,5.7,17.5,30,13.8
391,2000000,0,7,63,206,195,40,32,6,0,2,52,10,10,0,0,1,0,4,10,52,5,0,1,0,3,48,0,0,1,50,151,39,5,747,252,495,28,78,33,9,148,0,0,0,0,0,0,189,0,0,8,9,0,0,0,0,0,0,0,54,0,0,2,9,0,0.21,0.24,0.27,0.06,0.25,0.05,0.05,0,4.8,0.95,0.19,0.16,0.03,0,0.01,0,0,0,0.02,0.23,0.73,0.5,0.05,0.25,0.01,12.8,18.9,52.7,22.3,6.1,0,1,0,10,0,0.05,99.97,3.3,-0.4,-0.45,-0.33,-0.34,-19.4,-21.7,-15.96,-16.6,0.77,0.17,9.3,-10.7,-21.1,-13.9,157,82,62,37,19,0,4,4,118,8,0,10.8,21.1,6.8
393,8000000,0,7,119,406,375,106,93,10,2,1,123,22,21,1,3,1,5,4,28,150,4,0,4,0,4,24,3,0,0,131,271,49,3,1493,478,1015,71,208,67,12,358,0,0,0,0,0,0,310,61,0,4,31,0,0,0,0,0,0,0,84,18,0,1,31,1,0.28,0.33,0.33,0.05,0.3,0.05,0.05,0,1.09,0.92,0.26,0.23,0.02,0,0,0.01,0,0.01,0.01,0.06,0.67,0.61,0.07,0.37,0.01,6.1,19.8,58.1,18.7,3.4,40,12,4,44,76.9,0.11,98.02,6.6,-0.11,-0.14,-0.03,0.02,-10.2,-13.6,-2.75,2,-2.31,0.25,45.5,9.1,-9.3,3.8,287,123,74,71,26,4,12,11,171,27,5.4,16.9,42.3,15.8
396,5375000,0,7,108,482,443,121,91,12,10,8,177,30,29,1,2,5,0,8,57,74,11,0,4,1,5,60,0,2,0,153,319,116,10,1655,559,1096,94,185,91,18,388,0,0,0,0,0,0,471,4,0,6,1,0,0,0,0,0,0,0,108,1,0,1,1,1,0.27,0.32,0.4,0.13,0.37,0.06,0.06,0,2,0.92,0.25,0.19,0.02,0.02,0.02,0,0.01,0,0.02,0.12,0.66,0.54,0.12,0.15,0.01,8.6,24.2,47.7,23.5,4.6,25,7,5,69,78.1,0.14,99.19,7.6,-0.04,-0.09,0.03,0.06,-3.9,-10.1,3.85,7.1,-2.58,0.26,58.5,16.1,-5.3,9.9,334,222,155,86,55,6,16,27,296,49,3.9,18.6,49.1,16.6
402,7826914,0,5,135,570,513,146,92,29,2,23,248,37,34,3,11,6,3,5,104,84,17,0,4,0,6,70,1,0,0,194,371,124,14,2143,779,1364,120,196,96,40,452,0,0,0,0,540,0,0,0,0,24,6,0,0,0,0,0,124,1,0,0,0,6,6,0,0.29,0.34,0.48,0.2,0.44,0.06,0.06,0.01,1.89,0.9,0.26,0.16,0.05,0,0.04,0.02,0.01,0.01,0.01,0.12,0.65,0.53,0.18,0.15,0.01,11.3,26.5,43.4,21.2,8.9,3,7,2,77,30,0.14,101.36,9.2,0.12,0.08,0.21,0.18,15.3,11.1,27.35,24,0.56,0.28,79.2,30.6,8.8,26.2,383,285,197,134,75,14,34,33,406,81,7.1,25.4,44,20
405,18622809,0,8,161,706,606,172,100,40,5,27,303,92,79,13,1,6,1,5,112,166,18,0,7,1,8,96,0,0,0,265,436,136,11,2729,1145,1584,127,234,112,44,517,0,0,0,0,0,0,0,699,0,5,2,0,0,0,0,0,0,0,0,158,0,1,2,0,0.28,0.38,0.5,0.22,0.43,0.13,0.11,0.02,1.04,0.86,0.24,0.14,0.06,0.01,0.04,0,0.01,0,0.01,0.14,0.62,0.48,0.16,0.24,0.01,8.1,24.6,45.3,21.7,8.5,25,3,4,116,89.3,0.16,98.17,11.1,0.21,0.21,0.33,0.36,34.4,33,52.61,58.3,-3.74,0.31,119.6,63.3,40.6,60.8,444,356,237,179,82,19,35,31,498,85,8,19.6,37.8,17.1
407,500000,0,10,42,136,126,36,26,8,0,2,50,7,7,0,2,1,0,2,12,26,3,0,2,0,1,6,0,0,0,45,89,31,3,410,135,275,37,51,20,13,121,0,0,45,0,0,0,0,0,0,79,12,0,0,0,13,0,0,0,0,0,0,19,12,0,0.29,0.33,0.4,0.11,0.37,0.05,0.05,0,0.86,0.93,0.26,0.19,0.06,0,0.01,0.01,0.01,0,0.01,0.04,0.65,0.61,0.09,0.19,0.01,9.7,30.6,42.1,16.5,10.7,0,0,0,13,0,0.1,98.14,2.2,0,-0.04,0.09,0.09,0,-1.2,2.73,2.7,-0.36,0.26,16.1,4.5,-2.5,1.7,91,63,53,25,6,3,5,2,84,10,5.7,20,33.3,11.9
410,15768174,0,9,146,623,561,178,123,32,2,21,277,53,51,2,3,6,0,0,103,131,29,0,9,2,5,76,0,0,2,234,387,135,27,2197,841,1356,126,218,109,38,491,0,0,0,0,0,0,0,0,578,43,2,0,0,0,0,0,0,0,0,0,135,10,2,0,0.32,0.38,0.49,0.18,0.44,0.09,0.08,0,1.43,0.9,0.29,0.2,0.05,0,0.03,0,0.01,0,0,0.12,0.62,0.5,0.17,0.21,0.01,20,25.7,44.4,22.2,7.7,1,5,1,72,16.7,0.12,101.5,9.8,0.21,0.14,0.26,0.24,30.3,19.4,37.6,34.9,12.36,0.3,94.2,44.2,18.5,36.4,394,333,226,162,76,19,31,32,464,82,8.4,19.1,42.1,17.7
412,1275000,0,7,100,342,316,76,39,12,0,25,163,24,24,0,0,2,0,6,56,75,7,0,2,0,4,95,0,0,1,100,235,60,6,1315,448,867,81,72,36,34,223,0,0,20,0,0,0,246,0,9,58,9,0,0,0,9,0,0,0,73,0,7,14,9,0,0.24,0.29,0.52,0.28,0.48,0.07,0.07,0,3.96,0.92,0.22,0.11,0.04,0,0.07,0,0.01,0,0.02,0.28,0.69,0.41,0.16,0.22,0.01,10,36.3,32.3,16.1,15.2,0,3,1,50,0,0.15,100.95,5.4,0.04,-0.01,0.12,0.09,3.4,-0.6,9.15,7.3,-0.5,0.27,45.1,14,-2.5,8.7,245,149,104,72,29,12,11,8,205,31,11.5,15.3,27.6,15.1
413,700000,0,8,98,356,328,97,64,15,4,14,162,28,28,0,0,0,0,2,43,135,2,0,1,0,2,52,1,0,0,125,229,42,1,1272,481,791,78,130,45,23,276,0,0,0,0,0,0,0,309,26,0,21,0,0,0,0,0,0,0,0,80,9,0,21,2,0.3,0.35,0.49,0.2,0.46,0.08,0.08,0,1.86,0.92,0.27,0.18,0.04,0.01,0.04,0,0,0,0.01,0.15,0.64,0.5,0.12,0.38,0.01,2.4,28.3,47.1,16.3,8.3,6,4,2,46,60,0.13,95.27,5.7,0.2,0.2,0.31,0.3,16.7,16.2,25.71,25.1,-3.55,0.3,60,30.2,17.3,28,235,128,96,57,26,9,12,8,179,29,9.4,21.1,30.8,16.2
419,1400000,0,7,115,438,402,98,69,14,2,13,155,27,25,2,5,4,0,5,59,107,17,0,5,0,7,65,0,0,5,130,298,100,16,1541,565,976,88,139,64,50,341,0,0,0,0,0,0,188,1,217,19,13,0,0,0,1,0,0,0,65,1,55,6,13,2,0.24,0.3,0.39,0.14,0.35,0.06,0.06,0,2.41,0.92,0.22,0.16,0.03,0,0.03,0.01,0.01,0,0.01,0.15,0.68,0.53,0.13,0.24,0.02,16,25.8,40.8,18.8,14.7,4,2,0,48,66.7,0.11,98.26,7.1,-0.11,-0.17,-0.05,-0.05,-11.2,-17.6,-4.94,-4.9,5.16,0.25,46,6.6,-13.3,0.8,310,204,154,100,46,9,17,20,300,46,5.8,17,43.5,15.3
426,430000,0,4,150,614,547,157,100,39,6,12,244,52,50,2,2,4,9,2,69,133,8,0,5,0,4,113,0,0,0,211,401,137,3,2316,864,1452,145,182,88,32,447,0,0,0,602,0,0,0,0,0,0,12,0,0,0,0,144,0,0,0,0,0,0,12,0,0.29,0.35,0.45,0.16,0.4,0.08,0.08,0,2.17,0.89,0.26,0.16,0.06,0.01,0.02,0,0.01,0.01,0,0.18,0.65,0.47,0.11,0.22,0.01,2.2,32.4,40.7,19.7,7.2,11,6,2,86,64.7,0.14,98.92,9.6,0.09,0.09,0.21,0.21,13.2,12.3,29.06,28.8,-11.85,0.28,86.2,34.3,15.2,33.8,409,269,190,118,58,10,23,24,366,57,5.3,19.5,41.4,15.6
429,670000,0,3,159,694,588,162,96,30,2,34,298,84,65,19,12,10,0,6,102,178,16,0,8,0,9,134,0,0,1,258,429,112,12,2699,1119,1580,147,192,80,45,464,0,0,676,0,0,0,0,0,0,18,0,0,0,0,155,0,0,0,0,0,0,4,0,0,0.28,0.37,0.51,0.23,0.43,0.12,0.09,0.03,1.6,0.85,0.23,0.14,0.04,0,0.05,0.02,0.01,0,0.01,0.19,0.62,0.43,0.15,0.26,0.01,10.7,31.7,41.4,17.2,9.7,3,2,0,86,60,0.12,99.21,11.1,0.2,0.1,0.26,0.26,32.4,15.9,42.37,42.1,-0.14,0.3,109.9,54.3,20.7,40.6,438,334,203,149,79,16,21,31,431,68,7.9,14.1,39.2,15.8
430,406000,0,8,111,362,326,81,43,18,3,17,156,28,26,2,3,2,3,4,31,133,3,0,1,0,8,84,0,0,1,112,245,54,2,1437,527,910,80,95,41,31,247,0,0,0,0,0,0,146,186,0,0,30,0,0,0,0,1,0,0,49,51,0,0,30,1,0.25,0.31,0.48,0.23,0.43,0.08,0.07,0.01,3,0.9,0.22,0.12,0.05,0.01,0.05,0.01,0.01,0.01,0.01,0.23,0.68,0.44,0.09,0.37,0.02,3.7,32.4,38.5,16.6,12.6,3,1,1,42,75,0.12,94.83,5.8,0.07,0.06,0.17,0.17,6.3,4.8,14.25,14.5,-3.85,0.28,54.1,22.3,7.4,18.8,251,115,87,51,27,3,5,6,165,14,3.4,9.8,22.2,8.5
434,405000,0,7,102,416,351,89,48,21,5,15,165,48,46,2,14,2,1,6,51,101,7,0,3,1,6,82,1,0,1,151,258,71,7,1734,727,1007,87,110,46,29,272,0,0,0,0,0,0,412,0,0,0,4,0,0,0,0,0,0,0,98,0,0,0,4,0,0.25,0.36,0.47,0.22,0.4,0.12,0.11,0,1.71,0.84,0.21,0.12,0.05,0.01,0.04,0.03,0,0,0.01,0.2,0.62,0.42,0.12,0.24,0.01,9.9,32,40.4,16.9,10.7,3,2,2,54,60,0.13,99.76,6.7,0.12,0.06,0.19,0.18,11.3,5.9,17.98,17.7,-0.7,0.29,60.9,27.1,9.8,21.9,267,191,126,84,49,8,12,16,259,36,6.3,14.3,32.7,13.9
438,414000,0,9,125,399,345,82,50,16,3,13,143,50,50,0,2,2,0,6,40,96,8,0,2,1,6,82,0,0,0,134,259,73,6,1645,680,965,91,105,50,19,265,0,0,0,0,0,0,2,57,325,1,13,0,0,0,0,0,0,0,2,18,121,1,13,0,0.24,0.34,0.41,0.18,0.36,0.13,0.13,0,1.64,0.86,0.21,0.13,0.04,0.01,0.03,0.01,0.01,0,0.02,0.21,0.65,0.44,0.1,0.24,0.02,8.2,34.3,39.6,18.9,7.2,4,2,0,47,66.7,0.12,99.63,6.3,-0.01,-0.08,0.04,0.04,-1.3,-7.2,4.08,4.1,-1.91,0.27,49.8,16,-0.8,11.3,267,179,124,76,45,4,9,14,245,27,3.2,11.8,31.1,11
446,400000,0,7,26,71,62,18,14,3,0,1,24,6,6,0,1,0,2,0,9,14,3,0,0,0,0,16,0,0,0,25,46,22,3,255,102,153,9,32,7,0,48,0,0,0,0,0,0,34,29,4,3,1,0,0,0,0,0,0,0,13,12,2,2,1,5,0.29,0.36,0.39,0.1,0.34,0.08,0.08,0,2.67,0.87,0.25,0.2,0.04,0,0.01,0.01,0,0.03,0,0.23,0.65,0.42,0.13,0.2,0,13.6,18.8,66.7,14.6,0,2,0,0,10,100,0.14,98.03,1.2,0.04,0.01,0.13,0.17,0.7,0.2,2.2,2.8,0.61,0.28,9.5,3.7,1,3.1,46,40,33,21,9,1,2,5,63,8,3,9.5,55.6,12.7
