X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
"PITCHES","G_P",0.06748,0.058410157,0.05526,0.06748,3.807355,-0.09523572
"G_P","GB%",0.06748,0.047525086,0.042379998,0.06748,3.807355,0.14126186
"G_P","D_VORP",0.06748,0.06093871,0.046469998,0.06748,3.5849626,-0.08087824
"G_P","D_RARP",0.06748,0.06120774,0.046469998,0.06748,3.5849626,-0.07919758
"G_P","PA_ROB",0.06748,0.06027192,0.058939997,0.06748,3.807355,-0.08490042
"END_GAME","FC",0.06737,6.7673624E-4,0.018979996,0.06737,4.70044,0.2582504
"ROOKIE","PA_CF",0.06725,0.06722517,0.05556,0.06725,4.0,0.0049822167
"G_PH","ROEr",0.0672,0.06625547,0.049329996,0.06513,5.0,0.030733107
"SF","SHR",0.06716,0.011241138,0.023030002,0.06113,4.9068904,-0.2364717
"AVG","BBr",0.06702,0.066480875,0.022079997,0.06629,5.0,-0.023218974
"OBP","LEADOFFR",0.06696,0.06498309,0.013080001,0.06384,5.0,0.044462457
"ROE","UBBr",0.0667,0.049812913,0.023659997,0.0667,4.9068904,-0.12995031
"AVG","SFR",0.0666,0.066290595,0.039300002,0.06605,5.0,-0.017590089
"ABR","R1_BI",0.0666,0.033827245,0.015590001,0.06184,4.9068904,-0.18103248
"HBPR","LEADOFFR",0.06639,0.06556327,0.04835,0.06444,5.0,0.028752903
"ROOKIE","SB%",0.06613,0.065394014,0.05986,0.06613,4.5849624,-0.027128987
"HITR","LEADOFFR",0.06613,0.06383743,0.01709,0.0642,5.0,0.04788074
"AVG","ROEr",0.06595,0.065049,0.02803,0.06521,4.9068904,-0.030016692
"WP","BK",0.0659,0.039325945,0.027229998,0.0659,4.5849624,0.1630155
"INTERFERENCE","SLG",0.06584,0.06581938,0.05518,0.06583,5.0,-0.004540316
"INTERFERENCE","R3_BI",0.06584,0.060263332,0.04823,0.06584,4.9068904,0.07467707
"AVG","ABR",0.06583,0.059964657,0.024,0.06553,5.0,0.07658552
"B3R","D_EqA",0.06578,0.049647115,0.04603,0.06553,5.0,0.1270153
"END_GAME","B1R",0.06575,0.06335663,0.021000002,0.06575,4.9068904,0.048922125
"POS","ABR",0.06544,0.058032107,0.016980002,0.06506,5.0,-0.086069115
"3B","IBB",0.06536,0.05430463,0.0142600015,0.06536,4.807355,0.10514453
"SALARY","G_P",0.06524,0.060390234,0.053600002,0.06524,3.807355,-0.06964029
"G_P","D_PMLV",0.06524,0.06114919,0.05014,0.06524,3.807355,-0.06395945
"PB","HITR",0.0651,0.06066438,0.03955,0.06499,5.0,0.06660043
"HBP","SOr",0.06504,0.06492383,0.01032,0.06457,5.0,-0.010778201
"PA_C","PA_2B",0.06487,0.04766372,0.0,0.06487,2.0,-0.13117272
"PA_2B","G_C",0.06487,0.04645531,0.0,0.06487,2.0,-0.13570073
"3B","END_GAMER",0.06476,0.05126691,0.025559999,0.06476,4.4594316,-0.11615977
"PA_C","PA_CF",0.06471,0.049592048,0.0046099983,0.06471,3.0,-0.12295507
"PA_CF","G_C",0.06471,0.04853062,0.0046099983,0.06471,3.0,-0.12719819
"HBPR","R1_BI",0.06466,0.06400106,0.050589997,0.06242,5.0,-0.025669802
"HBP","ABR",0.06463,0.023981769,0.0218,0.05986,5.0,-0.20161407
"GIDP","HBPR",0.06449,0.051629186,0.042839997,0.06146,5.0,-0.113405526
"ABR","RBIR",0.06446,0.049648657,0.010289997,0.06446,4.9068904,-0.12170186
"DP","IBBR",0.06389,0.04381181,0.038530003,0.06231,5.0,0.14169754
"G_P","D_MLV",0.06379,0.05787588,0.04278,0.06379,3.5849626,-0.07690332
"G_P","D_RAR",0.06379,0.055279285,0.04278,0.06379,3.5849626,-0.09225355
"B1R","RUNR",0.06339,0.062243797,0.010050001,0.06339,4.807355,0.03385563
"OBP","B3R",0.06336,0.051008455,0.048329998,0.06227,5.0,0.111137494
"ROOKIE","G_RF",0.06333,0.058126435,0.05479,0.06333,4.321928,0.072135754
"HRr","LEADOFFR",0.06321,0.054159716,0.018990003,0.05296,4.9068904,-0.09513301
"G_PH","SHR",0.0632,0.058898877,0.037819996,0.06066,5.0,0.065582916
"POS","UBBr",0.06314,0.040940434,0.014109999,0.06314,4.9068904,0.14899518
"GIDP","IBBR",0.06291,0.050692003,0.03638,0.06216,5.0,0.11053503
"RBIR","CS",0.06282,0.050714687,0.015140001,0.06282,4.9068904,-0.110024154
"FC","RBIR",0.06259,0.04571482,0.021750003,0.0619,5.0,0.12990451
"UBBr","RBIR",0.06234,0.05621152,0.024,0.06234,4.807355,0.0782846
"POS","IBBR",0.06229,0.06197208,0.022410002,0.05446,4.9068904,-0.017830316
"END_GAME","BBr",0.0622,0.06122823,0.01695,0.04905,4.9068904,0.031173183
"BK","HRr",0.06215,0.022708002,0.01836,0.06215,4.0,0.1986001
"G_PR","SOr",0.06201,0.060364384,0.00956,0.06136,5.0,-0.040566217
"HBP","ROEr",0.06198,0.060227808,0.032700002,0.06198,4.9068904,-0.04185921
"SF","ABR",0.06192,0.04934022,0.024869999,0.06173,5.0,-0.112159625
"B1R","SFR",0.06174,0.050843384,0.04476,0.06158,5.0,-0.10438685
"BBr","PICKOFF",0.0617,0.061394375,0.03491,0.0573,4.9068904,-0.017482167
"AB","G_P",0.06155,0.055336986,0.05279,0.06155,3.807355,-0.07882267
"FB","G_P",0.06155,0.050890833,0.047859997,0.06155,3.807355,-0.10324323
"Batted Balls","G_P",0.06155,0.05679884,0.05415,0.06155,3.807355,-0.068928644
"G_P","SO/BB",0.06155,0.04910044,0.051149998,0.06155,3.807355,0.11157759
"G_P","FB%",0.06155,0.032822445,0.0344,0.06155,3.807355,-0.16949205
"G_P","D_OUTS_EQ",0.06155,0.05521263,0.051919997,0.06155,3.807355,-0.07960758
"G_P","ROB",0.06155,0.05346906,0.05232,0.06155,3.807355,-0.08989403
"IBB","PICKOFF",0.06153,0.046456948,0.03188,0.06041,5.0,0.122772366
"ABR","SFR",0.06147,0.037351035,0.03351,0.06139,5.0,-0.15530281
"AVG","SHR",0.06137,0.032826155,0.022610001,0.06135,5.0,-0.16894923
"G_PR","PICKOFF",0.06135,0.059787776,0.03727,0.05542,5.0,0.039524984
"FC","D_EqA",0.06131,0.04545241,0.03194,0.06116,5.0,0.12592693
"HBPR","SOr",0.06121,0.061199483,0.04285,0.05955,4.9068904,-0.0032428694
"B2R","LEADOFFR",0.06112,0.054830536,0.026719999,0.05074,4.9068904,-0.079306126
"BK","B1R",0.06101,0.05083308,0.030229999,0.0526,4.9068904,-0.10088072
"G_PR","IBBR",0.06094,0.041891895,0.024350002,0.06094,4.5849624,-0.13801487
"AVG","IBBR",0.06093,0.043845564,0.024889998,0.06093,4.9068904,0.13070744
"3B","RBIR",0.06063,0.060619783,0.023339998,0.06063,4.70044,-0.0031964278
"AVG","B3R",0.0604,0.04124218,0.04117,0.06021,5.0,0.13841179
"UBBr","CS",0.06037,0.060071606,0.011379998,0.06037,4.807355,-0.017274061
"UBBr","IBBR",0.06022,0.012576845,0.027119998,0.05798,5.0,0.21827312
"HBPR","NSOR",0.06009,0.055764947,0.03649,0.05432,4.9068904,-0.06576516
"HBP","B1R",0.06005,0.049655754,0.019340001,0.0568,5.0,-0.101952165
"ROE","ABR",0.05988,0.03843096,0.019650001,0.05503,4.9068904,0.1464549
"BK","LEADOFFR",0.0597,0.05969455,0.05066,0.05828,5.0,-0.0023349137
"HBP","FC",0.05967,0.04444039,0.023020003,0.05717,4.9068904,0.12340832
"ROEr","CS",0.05964,0.05774289,0.04141,0.05109,4.9068904,0.04355584
"PB","AVG",0.05962,0.04805828,0.03267,0.05946,5.0,0.10752544
"TOB","G_P",0.05931,0.050962463,0.04789,0.05931,3.807355,-0.09136485
"GB","G_P",0.05931,0.058378134,0.05617,0.05931,3.807355,-0.030526463
"B2R","CS",0.05928,0.054889172,0.02165,0.05699,5.0,0.06626334
"PA_C","G_SS",0.05909,0.04128098,0.0,0.05909,2.0,-0.13345043
"G_C","G_SS",0.05909,0.040030245,0.0,0.05909,2.0,-0.13805707
"INTERFERENCE","PA_DH",0.05907,0.054886587,0.04663,0.05907,4.4594316,0.06467929
"HITR","HBPR",0.05883,0.05230001,0.026069999,0.05883,4.807355,-0.080808364
"B1R","LEADOFFR",0.05883,0.04936119,0.011829998,0.05493,4.9068904,0.097307794
"END_GAME","HBPR",0.05868,0.037063666,0.037100002,0.05863,5.0,-0.14702494
"SOr","END_GAMER",0.05868,0.051246464,0.041100003,0.05765,5.0,0.08621797
"G_PR","CS",0.0586,0.058428127,0.01983,0.0586,4.5849624,0.013110047
"B2R","NSOR",0.05849,0.03180034,0.01193,0.05688,5.0,-0.1633697
"HBP","PICKOFF",0.0584,0.055869315,0.01873,0.05784,5.0,0.05030594
"ROOKIE","2B",0.05813,0.056751236,0.052419998,0.05813,4.5849624,-0.03713171
"OBP","ROEr",0.05805,0.039294485,0.0311,0.05339,4.9068904,-0.13695078
"PB","UBBr",0.05804,0.020209309,0.02245,0.04987,5.0,0.19450113
"SFR","R1_BI",0.05789,0.05476571,0.024440002,0.0566,5.0,0.05589538
"B1R","ROEr",0.05786,0.042420514,0.028669998,0.05749,5.0,0.124255724
"3B","G_PR",0.05779,0.05660096,0.024980001,0.05779,4.807355,-0.034482412
"SFR","CS",0.05737,0.041506305,0.03514,0.05737,4.807355,-0.12595116
"ROE","G_PR",0.05711,0.04375747,0.021990001,0.05711,4.9068904,-0.11555315
"SO","G_P",0.05677,0.048306372,0.04362,0.05677,3.807355,-0.09199799
"SH","AVG",0.05673,0.05629521,0.025109999,0.05647,5.0,0.020851588
"INTERFERENCE","POP",0.05667,0.055468723,0.048329998,0.05667,4.70044,-0.03465941
"ROEr","D_EqA",0.05645,0.03735011,0.025369998,0.05194,4.9068904,-0.13820234
"INTERFERENCE","D_EqA",0.05638,0.056276407,0.040629998,0.05638,4.70044,0.010178037
"FC","B1R",0.05638,0.051099047,0.03619,0.05628,5.0,0.07267018
"PA_C","PA_SS",0.05626,0.04038947,0.0,0.05626,2.0,-0.12597829
"PA_SS","G_C",0.05626,0.03927488,0.0,0.05626,2.0,-0.13032699
"SH","UBBr",0.05624,0.02287503,0.008620001,0.05624,4.807355,-0.1826608
"B3R","OUTR",0.05605,0.04666429,0.04009,0.05585,5.0,-0.09687987
"IBB","HBPR",0.05603,0.055409566,0.030970002,0.05409,5.0,-0.024908567
"G_PR","ABR",0.05603,0.055905823,0.011540003,0.05603,4.807355,-0.011143627
"3B","HBP",0.056,0.04739262,0.017749999,0.056,4.5849624,0.09277597
"ROOKIE","POP",0.05597,0.055025175,0.048469998,0.05597,4.807355,-0.030737983
"POS","SF",0.05593,0.049968608,0.014929999,0.05294,4.9068904,-0.07721004
"UBBr","ROEr",0.0559,0.027478952,0.02972,0.05366,5.0,-0.16858543
"ROE","HRr",0.05581,0.035661742,0.016790003,0.04987,5.0,0.14194456
"SF","BBr",0.05556,0.05087013,0.016399998,0.04863,5.0,0.06848262
"B2R","PICKOFF",0.05537,0.0432604,0.010279998,0.05537,4.169925,0.11004362
"RBIR","END_GAMER",0.05525,0.030028729,0.03073,0.05513,5.0,-0.15881206
"ROE","SHR",0.05519,0.043664802,0.02208,0.05519,4.70044,-0.107355475
"INTERFERENCE","SB%",0.05504,0.054792106,0.04719,0.05504,4.807355,-0.015744636
"HBP","BBr",0.05497,0.054006208,0.013280001,0.05099,5.0,0.031045029
"GIDP","B3R",0.05487,0.04788844,0.041199997,0.05402,5.0,-0.08355573
"POS","G_PR",0.05483,0.047612745,0.01478,0.05483,4.807355,0.08495443
"3B","BBr",0.05481,0.05458582,0.01831,0.05457,5.0,-0.014972639
"B3R","R1_BI",0.05472,0.054569945,0.04106,0.0539,5.0,-0.012249705
"ROOKIE","TBP",0.05469,0.052681174,0.04755,0.05469,4.5849624,-0.04481991
"RBIR","PICKOFF",0.05465,0.046720836,0.031150002,0.05465,4.0,-0.08904585
"SF","PICKOFF",0.05451,0.038548306,0.01625,0.05226,4.9068904,0.1263396
"BK","BBr",0.05445,0.03488365,0.031680003,0.05437,5.0,0.13987978
"D_ISO","ROEr",0.05407,0.024412502,0.02175,0.05215,5.0,-0.17221352
"HBP","G_PR",0.05401,0.040984765,0.015870001,0.05401,4.9068904,-0.11412815
"INTERFERENCE","OUTR",0.05398,0.05360139,0.04121,0.05398,4.807355,-0.01945784
"SF","PB",0.05383,0.03413944,0.016280003,0.05383,4.5849624,0.14032307
"ROOKIE","R3_BI",0.05377,0.05334298,0.044889998,0.05377,4.807355,-0.0206644
"3B","ABR",0.05376,0.05052508,0.015339997,0.04316,4.9068904,0.05687636
"SFR","SOr",0.05373,0.053163394,0.03072,0.05243,5.0,-0.023803439
"G_P","D_VORPr",0.05367,0.04393879,0.04221,0.05367,3.807355,-0.0986469
"ROE","HBPR",0.05352,0.053374242,0.014290001,0.03502,5.0,-0.012073079
"G_P","D_BPF",0.05337,0.05286594,0.04837,0.05337,3.807355,-0.022451237
"G_P","D_NETDP",0.05337,0.053039715,0.04769,0.05337,3.807355,0.018173758
"G_P","R2",0.05337,0.044173136,0.041539997,0.05337,3.807355,-0.095900275
"PB","RUNR",0.05327,0.011396397,0.0189,0.05327,4.9068904,0.2046304
"ROOKIE","G_CF",0.05324,0.05319782,0.04225,0.05324,4.169925,0.006494746
"B3R","SOr",0.05321,0.041537248,0.033150002,0.05283,5.0,-0.10804052
"BBr","SFR",0.05311,0.051515378,0.03338,0.05298,5.0,0.039932724
"ROE","BK",0.05305,0.0422266,0.02926,0.05305,4.9068904,0.10403557
"G_P","POP%",0.05295,0.050538864,0.04006,0.05295,3.807355,0.049103294
"G_P","R2BI%",0.05295,0.048374403,0.044189997,0.05295,3.807355,-0.067643136
"BK","RUNR",0.05283,0.022157637,0.012710001,0.04497,4.9068904,0.17513527
"SFR","RUNR",0.05278,0.052502755,0.02302,0.05276,5.0,-0.016650613
"FC","SOr",0.05274,0.048297577,0.02805,0.05159,5.0,-0.0666515
"IBBR","B1R",0.05257,0.029523939,0.02177,0.0525,5.0,-0.15180929
"WP","BBr",0.05244,0.047012594,0.01293,0.04971,5.0,0.07367093
"Record_ID#","TP",0.05243,0.05242371,0.04782,0.05243,3.321928,-0.0025087518
"TP","SO",0.05243,0.037234556,0.034,0.05243,3.321928,0.123269804
"TP","PITCHES",0.05243,0.045034282,0.0385,0.05243,3.321928,0.085998364
"TP","BALLS",0.05243,0.047033194,0.04239,0.05243,3.321928,0.07346295
"TP","STRIKES",0.05243,0.043796137,0.039130002,0.05243,3.321928,0.09291859
"TP","SO/BB",0.05243,0.043307927,0.04069,0.05243,3.321928,0.09550955
"TP","D_RPMLV",0.05243,0.05240584,0.04469,0.05243,3.321928,0.0049151704
"TP","D_NETDP",0.05243,0.04412154,0.043250002,0.05243,3.321928,0.091150746
"TP","D_EqR",0.05243,0.04800068,0.04036,0.05243,3.321928,0.06655316
"TP","D_RAR",0.05243,0.051350914,0.04248,0.05243,3.321928,0.03284946
"FC","HITR",0.05234,0.030983003,0.02537,0.05219,5.0,0.14614034
"G_PR","B1R",0.05225,0.048153546,0.021379998,0.05211,5.0,0.06400356
"WP","UBBr",0.05198,0.05160723,0.009470001,0.05198,4.807355,0.01930733
"BK","RBIR",0.05193,0.026167782,0.020579997,0.05188,5.0,0.16050613
"G","G_P",0.05192,0.0474052,0.04606,0.05192,3.807355,-0.06719228
"LEADOFF_PA","G_P",0.05192,0.045031637,0.03999,0.05192,3.807355,-0.08299616
"G_PR","RUNR",0.05191,0.043682173,0.022219999,0.05191,4.9068904,0.09070737
"B1R","END_GAMER",0.05185,0.04366289,0.021949999,0.05185,4.70044,-0.09048264
"IBBR","SOr",0.05183,0.051182408,0.02531,0.05086,5.0,0.025447847
"END_GAME","B3R",0.05175,0.051492017,0.0444,0.05173,5.0,0.016061902
"ROOKIE","SLG",0.05151,0.048840806,0.04437,0.05151,4.5849624,-0.05166423
"HR","INTERFERENCE",0.05135,0.051141337,0.04479,0.05135,4.9068904,0.014445223
"SHR","RUNR",0.05126,0.0464211,0.023989998,0.05125,5.0,-0.06956219
"INTERFERENCE","PA_RF",0.05117,0.050566755,0.04251,0.05117,4.0,0.024561044
"BK","HITR",0.05077,0.050022524,0.037699997,0.05077,4.5849624,0.027340004
"SF","UBBr",0.05039,0.05000493,0.02154,0.05039,4.807355,0.019623239
"DP","INTERFERENCE",0.05035,0.043548457,0.035159998,0.05035,4.5849624,0.08247147
"INTERFERENCE","PA_LF",0.05027,0.046280958,0.03452,0.05027,4.0,0.06315884
"HITR","B3R",0.05026,0.03317737,0.03528,0.05011,5.0,0.13070054
"FC","BBr",0.05005,0.047567945,0.024660002,0.04258,5.0,-0.04982023
"ROOKIE","SB",0.04994,0.044434834,0.04106,0.04994,4.169925,0.07419682
"ROOKIE","PA_PH",0.04977,0.049691312,0.046550002,0.04977,4.4594316,-0.008870798
"ROOKIE","G_PH",0.04961,0.049529556,0.04639,0.04961,4.4594316,-0.008969028
"INTERFERENCE","G_DH",0.04958,0.045826312,0.03714,0.04958,3.807355,0.06126735
"G_P","LD%",0.04956,0.045294076,0.04288,0.04956,3.807355,-0.065314025
"SH","ABR",0.04953,0.048604,0.01783,0.04953,4.70044,0.030430263
"HITR","HRr",0.04945,0.03047029,0.01079,0.04945,4.807355,0.13776687
"FC","UBBr",0.04938,0.044311002,0.02789,0.04937,5.0,-0.07119689
"ABR","HBPR",0.04925,0.005617317,0.013220001,0.0459,4.9068904,-0.20888437
"BK","AVG",0.0492,0.04486577,0.037249997,0.04887,5.0,0.06583488
"OBP","SFR",0.04912,0.048930127,0.023720002,0.04912,3.0,-0.01377955
"G_P","D_RPMLVr",0.04905,0.040352162,0.03616,0.04905,3.807355,-0.093262196
"HBP","UBBr",0.04901,0.049002144,0.018989999,0.04278,5.0,0.0028031068
"G_P","R1",0.04889,0.042195126,0.040719997,0.04889,3.807355,-0.081822194
"G_P","OBI%",0.04889,0.040468447,0.03249,0.04889,3.807355,-0.09176901
"WP","SFR",0.04888,0.038970634,0.02084,0.04888,4.4594316,0.09954581
"G_PR","BBr",0.04886,0.040968947,0.012489997,0.04886,4.807355,-0.08883158
"HRr","SFR",0.04884,0.03446341,0.01529,0.04631,4.5849624,0.119902425
"3B","HRr",0.04876,0.046420235,0.013190001,0.04876,4.4594316,0.048371132
"B3R","RBIR",0.04872,0.03675834,0.027319998,0.04842,5.0,-0.10936936
"ROOKIE","PA_DH",0.04869,0.0468456,0.040939998,0.04869,3.807355,-0.042946484
"SF","IBBR",0.04865,0.012841795,0.0196,0.04845,4.9068904,0.18923056
"TB","G_P",0.0486,0.04056137,0.03803,0.0486,3.807355,-0.0896584
"IBBR","SHR",0.04851,0.0030339882,0.0115600005,0.04851,3.5849626,-0.21325105
"B2R","END_GAMER",0.04851,0.036006242,0.0248,0.04851,3.5849626,-0.111820206
"WP","ABR",0.04846,0.047272142,0.022230001,0.04819,5.0,-0.034465313
"WP","HBPR",0.04846,0.04832481,0.03076,0.04846,4.70044,-0.011627089
"PB","ABR",0.04841,0.018146819,0.016039997,0.0451,4.9068904,-0.17396316
"H","G_P",0.04822,0.042811308,0.039410003,0.04822,3.807355,-0.07354381
"SIT_DP","G_P",0.04822,0.04292179,0.041020002,0.04822,3.807355,-0.07278883
"HRr","HBPR",0.0482,0.041058168,0.019720001,0.04709,5.0,0.08450936
"INTERFERENCE","OBP",0.04819,0.048014004,0.038200002,0.04819,4.70044,0.013266435
"HITR","SHR",0.04803,0.022866854,0.01534,0.03897,4.9068904,-0.15862896
"INTERFERENCE","GIDP",0.04802,0.037663132,0.03193,0.04802,4.807355,0.10176871
"POS","FC",0.04782,0.046863995,0.020040002,0.04447,4.9068904,-0.030919353
"END_GAME","UBBr",0.04782,0.04758973,0.006020002,0.04455,5.0,0.015174713
"G_PR","SFR",0.04759,0.029088812,0.025509998,0.04383,4.9068904,-0.13601907
"SF","SH",0.04758,0.04652278,0.02211,0.04602,4.9068904,-0.0325149
"HBP","IBBR",0.04751,0.036781706,0.026910001,0.04498,5.0,0.10357749
"SF","ROEr",0.04729,0.042936634,0.009380002,0.04235,4.9068904,-0.065980054
"G_P","D_MLVr",0.04729,0.035737313,0.0344,0.04729,3.807355,-0.10748344
"IBB","CS",0.04719,0.046114694,0.009930002,0.041,4.9068904,0.03279183
"ABR","PICKOFF",0.04704,0.045228787,0.02693,0.04655,5.0,0.04255835
"3B","FC",0.04693,0.035252064,0.013699999,0.04693,4.5849624,0.1080645
"OBP","HBPR",0.0469,0.0375302,0.024880001,0.04648,5.0,0.096797734
"HRr","END_GAMER",0.04684,0.018714404,0.0132,0.04684,3.5849626,-0.16770688
"HRr","CS",0.04683,0.042054754,0.026209999,0.04683,4.9068904,-0.06910315
"END_GAME","SFR",0.0468,0.046193313,0.027069999,0.0422,4.9068904,0.024631027
"SF","END_GAMER",0.04667,0.028783273,0.013459999,0.04413,5.0,-0.13374127
"SH","IBBR",0.04661,0.0028328858,0.0075100027,0.04528,4.9068904,-0.20922981
"PA","TP",0.04649,0.038047574,0.031149998,0.04649,3.321928,0.091882676
"AB","TP",0.04649,0.037380636,0.03331,0.04649,3.321928,0.09544297
"TB","TP",0.04649,0.04078036,0.03586,0.04649,3.321928,0.075562134
"LEADOFF_PA","TP",0.04649,0.041972898,0.029649999,0.04649,3.321928,0.06720939
"TP","FB",0.04649,0.040424567,0.03512,0.04649,3.321928,0.07788088
"TP","GB",0.04649,0.04198296,0.03366,0.04649,3.321928,0.06713449
"TP","LD",0.04649,0.032454707,0.02869,0.04649,3.321928,0.11847065
"TP","FB%",0.04649,0.046305154,0.039419997,0.04649,3.321928,0.0135957915
"TP","D_BPF",0.04649,0.03206684,0.035449997,0.04649,3.321928,-0.12009645
"TP","ROB",0.04649,0.03830817,0.033189997,0.04649,3.321928,0.09045346
"INTERFERENCE","R1_BI",0.04648,0.04022918,0.03343,0.04473,5.0,0.079062134
"PB","B1R",0.04628,0.03515737,0.018170001,0.04628,4.5849624,-0.10546388
"G_P","DP%",0.04628,0.044369284,0.04065,0.04628,3.807355,0.04371173
"B2R","SHR",0.04623,0.005729083,0.0063900016,0.04623,3.321928,-0.20124839
"3B","HBPR",0.04612,0.027518844,0.018909998,0.04612,4.4594316,-0.13638605
"ROE","B3R",0.04584,0.022858644,0.02289,0.04482,4.9068904,0.15159602
"ABR","END_GAMER",0.04578,0.037769817,0.01616,0.04301,5.0,0.08949962
"SH","B2R",0.04562,0.04130798,0.020629998,0.04562,4.4594316,-0.065666005
"HR","B3R",0.04524,0.044877578,0.03824,0.04383,5.0,-0.019037407
"IBBR","RUNR",0.04523,0.024778323,0.01999,0.04523,4.70044,0.14300936
"3B","SFR",0.04517,0.035016064,0.030590001,0.04517,4.5849624,-0.100766756
"G_PR","END_GAMER",0.0451,0.033293992,0.016569998,0.04274,4.9068904,0.10865545
"3B","UBBr",0.04507,0.044963766,0.008230001,0.04507,4.5849624,-0.01030708
"ROOKIE","PA_LF",0.04498,0.044372577,0.04216,0.04498,4.0,-0.024645993
"IBBR","END_GAMER",0.04493,0.023131298,0.012680002,0.04493,3.5849626,-0.14764383
"1B","G_P",0.0449,0.042838693,0.03799,0.0449,3.807355,-0.045401614
"HBPR","D_EqA",0.04489,0.04024665,0.026540002,0.04469,4.9068904,0.06814213
"ROOKIE","OUTR",0.04459,0.04313214,0.03787,0.04459,4.169925,0.03818194
"SH","B3R",0.04454,0.024607396,0.013599999,0.04454,4.5849624,0.14118287
"POS","HBPR",0.04428,0.03350941,0.02035,0.02803,4.9068904,-0.103781454
"TP","Batted Balls",0.04425,0.037867412,0.032980002,0.04425,3.321928,0.0798911
"TP","D_RAP",0.04425,0.04372291,0.03796,0.04425,3.0,-0.02295848
"TP","D_OUTS_EQ",0.04425,0.0344657,0.02992,0.04425,3.321928,0.09891563
"ROEr","RUNR",0.0441,0.039410733,0.014050001,0.03884,4.9068904,-0.06847823
"ROE","SFR",0.04405,0.043886106,0.016700001,0.03521,4.9068904,-0.012802138
"G_P","R",0.04404,0.037782595,0.035579998,0.04404,3.807355,-0.07910376
"INTERFERENCE","TBP",0.04402,0.043809224,0.03477,0.04402,4.807355,-0.014518156
"INTERFERENCE","R2_BI",0.04391,0.04344177,0.03544,0.04343,5.0,0.021638641
"B2R","SFR",0.04387,0.04252444,0.022199998,0.04387,4.169925,0.03668186
"PB","BBr",0.04382,0.0043563955,0.015640002,0.04138,4.9068904,0.19865449
"UBBr","HBPR",0.04376,0.04295747,0.02074,0.03363,5.0,-0.028328978
"UBBr","PICKOFF",0.04375,0.042992152,0.010989998,0.04375,4.807355,-0.027529022
"INTERFERENCE","NSOR",0.04368,0.04176394,0.035290003,0.04368,4.807355,-0.04377285
"ROOKIE","D_ISO",0.04363,0.039709833,0.03475,0.04363,4.4594316,-0.06261123
"PB","HRr",0.04342,0.009535987,0.011020001,0.03997,5.0,0.1840761
"SFR","END_GAMER",0.04338,0.041304152,0.016889999,0.04338,3.0,0.045561448
"HBPR","RBIR",0.04333,0.040095277,0.01204,0.04276,4.9068904,0.056874618
"G_P","R1BI%",0.04332,0.038685672,0.0312,0.04332,3.807355,-0.06807589
"HITR","SFR",0.04331,0.041070096,0.019900002,0.03549,4.9068904,-0.04732763
"IBB","BK",0.04328,0.03144137,0.022510001,0.04155,4.9068904,0.10880548
"BBr","B3R",0.04315,0.043090206,0.02962,0.04315,4.9068904,-0.007732775
"ROOKIE","R2_BI",0.04308,0.042792287,0.03884,0.04308,4.9068904,-0.01696204
"INTERFERENCE","SB",0.04302,0.04280035,0.02894,0.04302,4.4594316,0.014820553
"INTERFERENCE","AVG",0.04298,0.042787828,0.03177,0.04298,4.4594316,-0.013862605
"LD","G_P",0.04296,0.03791336,0.03489,0.04296,3.807355,-0.07103969
"BK","G_PR",0.04287,0.03276568,0.018860001,0.04287,4.169925,-0.100520246
"SALARY","TP",0.0428,0.042652965,0.038850002,0.0428,3.321928,-0.012125963
"HBPR","RUNR",0.04278,0.04267897,0.014280001,0.03695,5.0,0.010051274
"G_PR","UBBr",0.04275,0.03954189,0.010390002,0.04213,4.9068904,-0.056640197
"END_GAME","IBBR",0.04263,0.041672356,0.025439998,0.04263,4.9068904,0.030945769
"END_GAME","ABR",0.04263,0.040928286,0.0062099993,0.03936,5.0,0.0412518
"G_P","R3",0.04259,0.03392452,0.03264,0.04259,3.807355,-0.09308856
"HBP","SFR",0.04258,0.041439787,0.01717,0.03964,4.9068904,0.033767078
"ABR","SHR",0.04254,0.04239336,0.01103,0.04004,4.9068904,-0.012109518
"B1R","B3R",0.04254,0.037910886,0.025919998,0.04213,5.0,0.06803758
"BK","CS",0.04229,0.010762017,0.016010001,0.04229,4.70044,0.17756121
"ROOKIE","DP",0.04227,0.0409604,0.03417,0.04227,4.321928,-0.03618839
"ROOKIE","LEADOFFR",0.0421,0.041000172,0.035290003,0.0421,4.5849624,-0.03316368
"HBP","SH",0.04208,0.042038098,0.013349999,0.04072,5.0,-0.0064732
"WP","B1R",0.04202,0.04064616,0.012869999,0.04141,4.9068904,-0.037065387
"UBBr","B3R",0.04197,0.041808426,0.02318,0.04191,5.0,0.012711182
"TP","LD%",0.04172,0.031730432,0.02412,0.04172,3.321928,0.099947825
"BK","ABR",0.04168,0.02264106,0.0154800005,0.04152,5.0,-0.13798167
"WP","PICKOFF",0.04162,0.027791973,0.01186,0.04162,4.70044,0.11759264
"ROOKIE","G_LF",0.04161,0.041254982,0.039279997,0.04161,3.5849626,-0.018841874
"UBBr","B2R",0.04151,0.037552185,0.01269,0.04144,5.0,-0.06291117
"RBI","G_P",0.04138,0.03127729,0.026889998,0.04138,3.807355,-0.10051222
